# Gene	Protein
ENSG00000198888	ENSP00000354687
ENSG00000121073	ENSP00000424367
ENSG00000121073	ENSP00000424857
ENSG00000121073	ENSP00000426961
ENSG00000121073	ENSP00000427689
ENSG00000121073	ENSP00000422104
ENSG00000121073	ENSP00000426402
ENSG00000150893	ENSP00000280481
ENSG00000118242	ENSP00000263268
ENSG00000118242	ENSP00000411076
ENSG00000118242	ENSP00000413302
ENSG00000118242	ENSP00000404470
ENSG00000118242	ENSP00000484331
ENSG00000204256	ENSP00000363958
ENSG00000204256	ENSP00000464077
ENSG00000204256	ENSP00000411195
ENSG00000204256	ENSP00000363964
ENSG00000204256	ENSP00000436322
ENSG00000204256	ENSP00000431514
ENSG00000204256	ENSP00000475691
ENSG00000204256	ENSP00000378702
ENSG00000204256	ENSP00000409613
ENSG00000204256	ENSP00000475288
ENSG00000204256	ENSP00000433751
ENSG00000204256	ENSP00000409145
ENSG00000008838	ENSP00000377684
ENSG00000008838	ENSP00000348610
ENSG00000008838	ENSP00000377686
ENSG00000008838	ENSP00000377685
ENSG00000008838	ENSP00000435760
ENSG00000008838	ENSP00000439148
ENSG00000008838	ENSP00000393464
ENSG00000008838	ENSP00000440100
ENSG00000008838	ENSP00000443344
ENSG00000008838	ENSP00000463751
ENSG00000008838	ENSP00000463724
ENSG00000008838	ENSP00000463484
ENSG00000008838	ENSP00000392276
ENSG00000008838	ENSP00000463043
ENSG00000008838	ENSP00000438630
ENSG00000008838	ENSP00000462646
ENSG00000008838	ENSP00000438767
ENSG00000008838	ENSP00000462539
ENSG00000008838	ENSP00000463528
ENSG00000008838	ENSP00000463480
ENSG00000008838	ENSP00000464225
ENSG00000008838	ENSP00000482676
ENSG00000116962	ENSP00000355554
ENSG00000116962	ENSP00000264187
ENSG00000139178	ENSP00000444157
ENSG00000139178	ENSP00000438286
ENSG00000139178	ENSP00000266542
ENSG00000139178	ENSP00000441885
ENSG00000139178	ENSP00000439180
ENSG00000139178	ENSP00000437398
ENSG00000139178	ENSP00000438951
ENSG00000139178	ENSP00000437569
ENSG00000139178	ENSP00000442611
ENSG00000158560	ENSP00000392337
ENSG00000158560	ENSP00000428934
ENSG00000158560	ENSP00000320130
ENSG00000158560	ENSP00000486363
ENSG00000158560	ENSP00000398118
ENSG00000158560	ENSP00000352348
ENSG00000158560	ENSP00000411957
ENSG00000158560	ENSP00000428273
ENSG00000158560	ENSP00000412444
ENSG00000158560	ENSP00000438377
ENSG00000106541	ENSP00000391490
ENSG00000106541	ENSP00000414806
ENSG00000106541	ENSP00000386025
ENSG00000106541	ENSP00000411969
ENSG00000214575	ENSP00000481010
ENSG00000214575	ENSP00000483590
ENSG00000214575	ENSP00000478598
ENSG00000214575	ENSP00000477715
ENSG00000214575	ENSP00000483857
ENSG00000214575	ENSP00000479625
ENSG00000214575	ENSP00000477557
ENSG00000214575	ENSP00000484549
ENSG00000214575	ENSP00000481009
ENSG00000214575	ENSP00000478841
ENSG00000214575	ENSP00000455044
ENSG00000214575	ENSP00000455268
ENSG00000214575	ENSP00000457137
ENSG00000214575	ENSP00000483951
ENSG00000100985	ENSP00000361405
ENSG00000164953	ENSP00000388671
ENSG00000164953	ENSP00000389998
ENSG00000164953	ENSP00000430232
ENSG00000164953	ENSP00000430289
ENSG00000164953	ENSP00000386966
ENSG00000164953	ENSP00000403035
ENSG00000164953	ENSP00000429925
ENSG00000164953	ENSP00000416339
ENSG00000164953	ENSP00000427947
ENSG00000164953	ENSP00000430740
ENSG00000164953	ENSP00000314488
ENSG00000164953	ENSP00000428785
ENSG00000168036	ENSP00000400508
ENSG00000168036	ENSP00000385604
ENSG00000168036	ENSP00000387455
ENSG00000168036	ENSP00000412219
ENSG00000168036	ENSP00000379486
ENSG00000168036	ENSP00000344456
ENSG00000168036	ENSP00000411226
ENSG00000168036	ENSP00000379488
ENSG00000168036	ENSP00000409302
ENSG00000168036	ENSP00000401599
ENSG00000178163	ENSP00000317614
ENSG00000178163	ENSP00000425298
ENSG00000174498	ENSP00000332773
ENSG00000174498	ENSP00000454105
ENSG00000174498	ENSP00000452838
ENSG00000118418	ENSP00000341267
ENSG00000118418	ENSP00000275036
ENSG00000118418	ENSP00000482613
ENSG00000168004	ENSP00000444776
ENSG00000168004	ENSP00000444809
ENSG00000168004	ENSP00000443873
ENSG00000168004	ENSP00000301790
ENSG00000168004	ENSP00000378113
ENSG00000168004	ENSP00000446016
ENSG00000229474	ENSP00000453915
ENSG00000229474	ENSP00000453723
ENSG00000229474	ENSP00000453695
ENSG00000229474	ENSP00000454201
ENSG00000229474	ENSP00000453898
ENSG00000229474	ENSP00000416673
ENSG00000270961	ENSP00000473849
ENSG00000198554	ENSP00000353793
ENSG00000198554	ENSP00000399349
ENSG00000198554	ENSP00000456806
ENSG00000198554	ENSP00000413435
ENSG00000151379	ENSP00000281047
ENSG00000196119	ENSP00000284287
ENSG00000171475	ENSP00000462386
ENSG00000171475	ENSP00000320924
ENSG00000171475	ENSP00000463869
ENSG00000171475	ENSP00000462826
ENSG00000171475	ENSP00000377663
ENSG00000171475	ENSP00000462350
ENSG00000171475	ENSP00000463149
ENSG00000165120	ENSP00000297819
ENSG00000107282	ENSP00000265381
ENSG00000107282	ENSP00000486435
ENSG00000168280	ENSP00000393379
ENSG00000168280	ENSP00000393270
ENSG00000006071	ENSP00000435378
ENSG00000006071	ENSP00000374467
ENSG00000006071	ENSP00000437233
ENSG00000006071	ENSP00000433638
ENSG00000006071	ENSP00000431653
ENSG00000006071	ENSP00000434893
ENSG00000006071	ENSP00000303960
ENSG00000006071	ENSP00000483031
ENSG00000225781	ENSP00000396085
ENSG00000277336	ENSP00000482487
ENSG00000176894	ENSP00000321271
ENSG00000176894	ENSP00000446049
ENSG00000176894	ENSP00000444486
ENSG00000176894	ENSP00000398708
ENSG00000176894	ENSP00000484702
ENSG00000116977	ENSP00000435632
ENSG00000116977	ENSP00000405504
ENSG00000116977	ENSP00000431398
ENSG00000116977	ENSP00000398630
ENSG00000116977	ENSP00000309576
ENSG00000116977	ENSP00000385999
ENSG00000116977	ENSP00000435460
ENSG00000116977	ENSP00000437007
ENSG00000116977	ENSP00000342139
ENSG00000116977	ENSP00000355543
ENSG00000116977	ENSP00000238181
ENSG00000116977	ENSP00000413278
ENSG00000116977	ENSP00000407428
ENSG00000116977	ENSP00000434860
ENSG00000116977	ENSP00000437040
ENSG00000116977	ENSP00000431884
ENSG00000116977	ENSP00000408657
ENSG00000116977	ENSP00000410843
ENSG00000186191	ENSP00000388423
ENSG00000186191	ENSP00000364632
ENSG00000085662	ENSP00000285930
ENSG00000085662	ENSP00000414399
ENSG00000085662	ENSP00000413205
ENSG00000134186	ENSP00000359042
ENSG00000134186	ENSP00000359039
ENSG00000134186	ENSP00000359038
ENSG00000133665	ENSP00000361273
ENSG00000133665	ENSP00000361272
ENSG00000133665	ENSP00000361271
ENSG00000133665	ENSP00000401333
ENSG00000133665	ENSP00000256039
ENSG00000133665	ENSP00000483479
ENSG00000133665	ENSP00000410285
ENSG00000119383	ENSP00000351885
ENSG00000119383	ENSP00000395499
ENSG00000119383	ENSP00000377036
ENSG00000119383	ENSP00000335200
ENSG00000119383	ENSP00000337412
ENSG00000119383	ENSP00000406997
ENSG00000119383	ENSP00000347109
ENSG00000119383	ENSP00000399069
ENSG00000119383	ENSP00000403542
ENSG00000119383	ENSP00000393092
ENSG00000119383	ENSP00000400314
ENSG00000119383	ENSP00000393796
ENSG00000119383	ENSP00000396660
ENSG00000119383	ENSP00000405100
ENSG00000119383	ENSP00000408316
ENSG00000119383	ENSP00000389312
ENSG00000119383	ENSP00000408726
ENSG00000119383	ENSP00000416522
ENSG00000119383	ENSP00000393196
ENSG00000119383	ENSP00000394001
ENSG00000119383	ENSP00000416661
ENSG00000119383	ENSP00000387726
ENSG00000119383	ENSP00000411604
ENSG00000119383	ENSP00000394338
ENSG00000119383	ENSP00000349726
ENSG00000119383	ENSP00000337448
ENSG00000151470	ENSP00000281146
ENSG00000151470	ENSP00000427406
ENSG00000151470	ENSP00000427096
ENSG00000151470	ENSP00000427431
ENSG00000151470	ENSP00000401090
ENSG00000077312	ENSP00000470534
ENSG00000077312	ENSP00000243563
ENSG00000077312	ENSP00000469224
ENSG00000077312	ENSP00000472449
ENSG00000077312	ENSP00000472258
ENSG00000077312	ENSP00000472355
ENSG00000077312	ENSP00000471230
ENSG00000144290	ENSP00000395797
ENSG00000144290	ENSP00000272716
ENSG00000144290	ENSP00000393066
ENSG00000144290	ENSP00000389180
ENSG00000144290	ENSP00000404486
ENSG00000144290	ENSP00000364664
ENSG00000282633	ENSP00000488021
ENSG00000173991	ENSP00000312624
ENSG00000173991	ENSP00000462787
ENSG00000112679	ENSP00000474082
ENSG00000112679	ENSP00000345281
ENSG00000112679	ENSP00000474646
ENSG00000112679	ENSP00000474827
ENSG00000112679	ENSP00000474450
ENSG00000112679	ENSP00000475106
ENSG00000112679	ENSP00000397459
ENSG00000112679	ENSP00000475061
ENSG00000112679	ENSP00000474000
ENSG00000112679	ENSP00000474330
ENSG00000112679	ENSP00000474505
ENSG00000278760	ENSP00000480927
ENSG00000278760	ENSP00000488813
ENSG00000173261	ENSP00000309087
ENSG00000173261	ENSP00000423992
ENSG00000139182	ENSP00000443959
ENSG00000139182	ENSP00000266546
ENSG00000139182	ENSP00000442612
ENSG00000139182	ENSP00000443468
ENSG00000139182	ENSP00000443490
ENSG00000139182	ENSP00000442801
ENSG00000139182	ENSP00000440679
ENSG00000141736	ENSP00000462438
ENSG00000141736	ENSP00000462808
ENSG00000141736	ENSP00000404047
ENSG00000141736	ENSP00000463714
ENSG00000141736	ENSP00000462024
ENSG00000141736	ENSP00000463427
ENSG00000141736	ENSP00000269571
ENSG00000141736	ENSP00000463719
ENSG00000141736	ENSP00000462270
ENSG00000141736	ENSP00000464420
ENSG00000141736	ENSP00000464252
ENSG00000141736	ENSP00000463002
ENSG00000141736	ENSP00000385185
ENSG00000141736	ENSP00000446466
ENSG00000115738	ENSP00000234091
ENSG00000115738	ENSP00000385465
ENSG00000115738	ENSP00000379585
ENSG00000124237	ENSP00000360210
ENSG00000163295	ENSP00000295463
ENSG00000163295	ENSP00000413068
ENSG00000169609	ENSP00000426639
ENSG00000169609	ENSP00000441077
ENSG00000169609	ENSP00000423436
ENSG00000169609	ENSP00000424167
ENSG00000169609	ENSP00000403987
ENSG00000169609	ENSP00000307071
ENSG00000169609	ENSP00000454502
ENSG00000169609	ENSP00000454276
ENSG00000169609	ENSP00000456006
ENSG00000137502	ENSP00000435189
ENSG00000137502	ENSP00000434974
ENSG00000137502	ENSP00000260056
ENSG00000137502	ENSP00000433832
ENSG00000137502	ENSP00000435089
ENSG00000137502	ENSP00000434953
ENSG00000137502	ENSP00000432193
ENSG00000137502	ENSP00000433243
ENSG00000137502	ENSP00000437235
ENSG00000137502	ENSP00000436587
ENSG00000137502	ENSP00000432336
ENSG00000137502	ENSP00000435542
ENSG00000137502	ENSP00000436282
ENSG00000137502	ENSP00000434528
ENSG00000137502	ENSP00000434106
ENSG00000137502	ENSP00000478702
ENSG00000267110	ENSP00000473050
ENSG00000206237	ENSP00000372602
ENSG00000205362	ENSP00000290705
ENSG00000205362	ENSP00000478425
ENSG00000110492	ENSP00000385451
ENSG00000110492	ENSP00000416241
ENSG00000110492	ENSP00000352852
ENSG00000110492	ENSP00000432649
ENSG00000110492	ENSP00000378936
ENSG00000110492	ENSP00000378933
ENSG00000110492	ENSP00000433240
ENSG00000110492	ENSP00000384034
ENSG00000110492	ENSP00000378932
ENSG00000110492	ENSP00000480875
ENSG00000260903	ENSP00000477059
ENSG00000120688	ENSP00000368801
ENSG00000136153	ENSP00000342112
ENSG00000136153	ENSP00000366719
ENSG00000136153	ENSP00000434943
ENSG00000136153	ENSP00000317802
ENSG00000136153	ENSP00000431129
ENSG00000136153	ENSP00000433352
ENSG00000136153	ENSP00000431271
ENSG00000136153	ENSP00000432269
ENSG00000136153	ENSP00000434201
ENSG00000136153	ENSP00000431636
ENSG00000136153	ENSP00000431896
ENSG00000136153	ENSP00000388955
ENSG00000136153	ENSP00000433591
ENSG00000136153	ENSP00000435296
ENSG00000136153	ENSP00000434083
ENSG00000136153	ENSP00000475811
ENSG00000136153	ENSP00000349571
ENSG00000136153	ENSP00000366757
ENSG00000275034	ENSP00000485467
ENSG00000275034	ENSP00000482283
ENSG00000175416	ENSP00000309415
ENSG00000175416	ENSP00000310812
ENSG00000175416	ENSP00000424739
ENSG00000175416	ENSP00000422978
ENSG00000175416	ENSP00000427229
ENSG00000172543	ENSP00000311300
ENSG00000172543	ENSP00000436568
ENSG00000172543	ENSP00000434267
ENSG00000206286	ENSP00000434720
ENSG00000206286	ENSP00000372697
ENSG00000162374	ENSP00000360892
ENSG00000162374	ENSP00000349594
ENSG00000162374	ENSP00000360889
ENSG00000162374	ENSP00000360888
ENSG00000162374	ENSP00000360886
ENSG00000162374	ENSP00000360884
ENSG00000162374	ENSP00000399939
ENSG00000204300	ENSP00000364166
ENSG00000204300	ENSP00000431282
ENSG00000092871	ENSP00000326170
ENSG00000092871	ENSP00000463035
ENSG00000092871	ENSP00000378096
ENSG00000092871	ENSP00000389832
ENSG00000092871	ENSP00000412322
ENSG00000092871	ENSP00000408513
ENSG00000092871	ENSP00000462656
ENSG00000092871	ENSP00000462499
ENSG00000092871	ENSP00000395090
ENSG00000092871	ENSP00000464000
ENSG00000106080	ENSP00000222803
ENSG00000106080	ENSP00000406270
ENSG00000106080	ENSP00000403279
ENSG00000197465	ENSP00000351430
ENSG00000197465	ENSP00000426746
ENSG00000197465	ENSP00000400698
ENSG00000204356	ENSP00000364578
ENSG00000204356	ENSP00000364574
ENSG00000204356	ENSP00000388400
ENSG00000204356	ENSP00000397914
ENSG00000204356	ENSP00000409389
ENSG00000204356	ENSP00000414029
ENSG00000204356	ENSP00000419183
ENSG00000204356	ENSP00000394340
ENSG00000204356	ENSP00000420205
ENSG00000204356	ENSP00000486884
ENSG00000186474	ENSP00000436458
ENSG00000186474	ENSP00000434339
ENSG00000186474	ENSP00000434604
ENSG00000186474	ENSP00000436121
ENSG00000186474	ENSP00000434036
ENSG00000186474	ENSP00000250351
ENSG00000186474	ENSP00000324181
ENSG00000139289	ENSP00000473593
ENSG00000139289	ENSP00000266671
ENSG00000139289	ENSP00000480767
ENSG00000160207	ENSP00000291560
ENSG00000160207	ENSP00000409585
ENSG00000105939	ENSP00000242351
ENSG00000105939	ENSP00000418385
ENSG00000105939	ENSP00000420107
ENSG00000105939	ENSP00000419855
ENSG00000160097	ENSP00000362570
ENSG00000160097	ENSP00000476320
ENSG00000142089	ENSP00000382707
ENSG00000142089	ENSP00000473645
ENSG00000142089	ENSP00000432108
ENSG00000142089	ENSP00000473544
ENSG00000130755	ENSP00000471786
ENSG00000130755	ENSP00000472249
ENSG00000130755	ENSP00000469485
ENSG00000130755	ENSP00000472707
ENSG00000130755	ENSP00000469877
ENSG00000130755	ENSP00000471139
ENSG00000130755	ENSP00000469813
ENSG00000130755	ENSP00000253054
ENSG00000130755	ENSP00000469755
ENSG00000130755	ENSP00000468894
ENSG00000130755	ENSP00000469050
ENSG00000183695	ENSP00000333800
ENSG00000136950	ENSP00000345361
ENSG00000136950	ENSP00000259477
ENSG00000130703	ENSP00000479702
ENSG00000130703	ENSP00000478158
ENSG00000130703	ENSP00000316649
ENSG00000130703	ENSP00000350755
ENSG00000130703	ENSP00000415751
ENSG00000130703	ENSP00000397602
ENSG00000152229	ENSP00000468622
ENSG00000152229	ENSP00000387261
ENSG00000106304	ENSP00000391491
ENSG00000106304	ENSP00000417934
ENSG00000106304	ENSP00000345849
ENSG00000106304	ENSP00000402123
ENSG00000106304	ENSP00000386028
ENSG00000106304	ENSP00000223028
ENSG00000181924	ENSP00000347919
ENSG00000181924	ENSP00000443795
ENSG00000181924	ENSP00000440756
ENSG00000181924	ENSP00000437772
ENSG00000129214	ENSP00000458816
ENSG00000129214	ENSP00000458181
ENSG00000129214	ENSP00000459620
ENSG00000129214	ENSP00000458559
ENSG00000129214	ENSP00000458875
ENSG00000129214	ENSP00000459999
ENSG00000129214	ENSP00000461133
ENSG00000129214	ENSP00000458719
ENSG00000129214	ENSP00000369816
ENSG00000129214	ENSP00000461162
ENSG00000129214	ENSP00000458199
ENSG00000129214	ENSP00000388867
ENSG00000129214	ENSP00000458973
ENSG00000129214	ENSP00000460219
ENSG00000129214	ENSP00000458858
ENSG00000129214	ENSP00000459826
ENSG00000129214	ENSP00000461743
ENSG00000129214	ENSP00000393426
ENSG00000129214	ENSP00000345675
ENSG00000117322	ENSP00000356025
ENSG00000117322	ENSP00000356024
ENSG00000117322	ENSP00000356026
ENSG00000197037	ENSP00000377706
ENSG00000197037	ENSP00000377708
ENSG00000197037	ENSP00000413144
ENSG00000197037	ENSP00000334800
ENSG00000197037	ENSP00000262941
ENSG00000273713	ENSP00000480069
ENSG00000277292	ENSP00000480776
ENSG00000277292	ENSP00000487739
ENSG00000139163	ENSP00000266517
ENSG00000139163	ENSP00000334041
ENSG00000139163	ENSP00000446292
ENSG00000139163	ENSP00000439614
ENSG00000137965	ENSP00000359783
ENSG00000137965	ENSP00000399477
ENSG00000137965	ENSP00000400001
ENSG00000169807	ENSP00000303300
ENSG00000169807	ENSP00000474545
ENSG00000189190	ENSP00000344791
ENSG00000189190	ENSP00000353410
ENSG00000090097	ENSP00000348111
ENSG00000090097	ENSP00000417196
ENSG00000090097	ENSP00000417100
ENSG00000090097	ENSP00000418613
ENSG00000090097	ENSP00000418925
ENSG00000090097	ENSP00000419694
ENSG00000090097	ENSP00000419557
ENSG00000090097	ENSP00000417916
ENSG00000090097	ENSP00000420008
ENSG00000090097	ENSP00000418312
ENSG00000090097	ENSP00000418997
ENSG00000090097	ENSP00000419672
ENSG00000090097	ENSP00000395030
ENSG00000090097	ENSP00000322341
ENSG00000090097	ENSP00000378461
ENSG00000166924	ENSP00000300179
ENSG00000166924	ENSP00000394424
ENSG00000273859	ENSP00000487623
ENSG00000273859	ENSP00000477800
ENSG00000273859	ENSP00000488812
ENSG00000273859	ENSP00000480155
ENSG00000273859	ENSP00000479652
ENSG00000273859	ENSP00000487959
ENSG00000273859	ENSP00000488088
ENSG00000213762	ENSP00000472314
ENSG00000213762	ENSP00000379464
ENSG00000213762	ENSP00000469065
ENSG00000213762	ENSP00000481521
ENSG00000278788	ENSP00000488808
ENSG00000278788	ENSP00000482802
ENSG00000278788	ENSP00000488286
ENSG00000278788	ENSP00000488832
ENSG00000278788	ENSP00000488079
ENSG00000278788	ENSP00000488056
ENSG00000278788	ENSP00000477651
ENSG00000182557	ENSP00000347721
ENSG00000182557	ENSP00000460781
ENSG00000169047	ENSP00000304895
ENSG00000214929	ENSP00000341988
ENSG00000164850	ENSP00000385151
ENSG00000164850	ENSP00000410487
ENSG00000164850	ENSP00000297469
ENSG00000164850	ENSP00000380277
ENSG00000164850	ENSP00000380281
ENSG00000164850	ENSP00000483756
ENSG00000164850	ENSP00000479553
ENSG00000196369	ENSP00000477776
ENSG00000196369	ENSP00000484189
ENSG00000196369	ENSP00000479960
ENSG00000189221	ENSP00000340684
ENSG00000189221	ENSP00000440846
ENSG00000131808	ENSP00000254122
ENSG00000131808	ENSP00000416606
ENSG00000131808	ENSP00000433424
ENSG00000211802	ENSP00000452420
ENSG00000130751	ENSP00000469142
ENSG00000130751	ENSP00000472679
ENSG00000130751	ENSP00000405290
ENSG00000130751	ENSP00000398689
ENSG00000130751	ENSP00000472075
ENSG00000130751	ENSP00000468871
ENSG00000184208	ENSP00000385467
ENSG00000237918	ENSP00000414654
ENSG00000237918	ENSP00000387942
ENSG00000254979	ENSP00000431536
ENSG00000254979	ENSP00000431480
ENSG00000162972	ENSP00000376111
ENSG00000162972	ENSP00000396846
ENSG00000162972	ENSP00000295079
ENSG00000132155	ENSP00000251849
ENSG00000132155	ENSP00000401888
ENSG00000132155	ENSP00000398591
ENSG00000132155	ENSP00000401088
ENSG00000132155	ENSP00000391265
ENSG00000175854	ENSP00000419719
ENSG00000175854	ENSP00000361989
ENSG00000175854	ENSP00000476650
ENSG00000175854	ENSP00000477295
ENSG00000175854	ENSP00000411469
ENSG00000175854	ENSP00000316609
ENSG00000138660	ENSP00000274000
ENSG00000138660	ENSP00000309023
ENSG00000138660	ENSP00000422529
ENSG00000144224	ENSP00000272638
ENSG00000144224	ENSP00000401748
ENSG00000144224	ENSP00000410516
ENSG00000144224	ENSP00000391586
ENSG00000168887	ENSP00000304410
ENSG00000168887	ENSP00000401625
ENSG00000168887	ENSP00000395730
ENSG00000168887	ENSP00000386301
ENSG00000163041	ENSP00000355781
ENSG00000163041	ENSP00000355780
ENSG00000163041	ENSP00000355779
ENSG00000163041	ENSP00000355778
ENSG00000160321	ENSP00000469254
ENSG00000160321	ENSP00000469887
ENSG00000160321	ENSP00000380315
ENSG00000160321	ENSP00000473026
ENSG00000160321	ENSP00000472406
ENSG00000160321	ENSP00000471831
ENSG00000160321	ENSP00000476345
ENSG00000122565	ENSP00000336687
ENSG00000122565	ENSP00000379670
ENSG00000122565	ENSP00000408672
ENSG00000122565	ENSP00000387348
ENSG00000122565	ENSP00000473748
ENSG00000188582	ENSP00000417945
ENSG00000188582	ENSP00000420737
ENSG00000188582	ENSP00000341564
ENSG00000138032	ENSP00000390087
ENSG00000138032	ENSP00000387287
ENSG00000138032	ENSP00000282412
ENSG00000138032	ENSP00000367813
ENSG00000138032	ENSP00000326089
ENSG00000138032	ENSP00000386982
ENSG00000133020	ENSP00000384330
ENSG00000114302	ENSP00000409239
ENSG00000114302	ENSP00000265563
ENSG00000114302	ENSP00000394041
ENSG00000114302	ENSP00000296446
ENSG00000114302	ENSP00000400840
ENSG00000114302	ENSP00000416438
ENSG00000114302	ENSP00000411432
ENSG00000090565	ENSP00000262305
ENSG00000090565	ENSP00000399644
ENSG00000090565	ENSP00000399614
ENSG00000090565	ENSP00000404331
ENSG00000090565	ENSP00000412502
ENSG00000090565	ENSP00000415919
ENSG00000163576	ENSP00000295824
ENSG00000163576	ENSP00000342263
ENSG00000163576	ENSP00000373908
ENSG00000163576	ENSP00000396778
ENSG00000132972	ENSP00000255324
ENSG00000132972	ENSP00000255325
ENSG00000132972	ENSP00000388892
ENSG00000132972	ENSP00000344776
ENSG00000179593	ENSP00000369530
ENSG00000179593	ENSP00000458749
ENSG00000179593	ENSP00000460332
ENSG00000179593	ENSP00000369520
ENSG00000249481	ENSP00000423654
ENSG00000249481	ENSP00000424400
ENSG00000249481	ENSP00000424823
ENSG00000249481	ENSP00000437552
ENSG00000165588	ENSP00000343819
ENSG00000165588	ENSP00000386185
ENSG00000165588	ENSP00000452336
ENSG00000165588	ENSP00000474486
ENSG00000165588	ENSP00000451357
ENSG00000165588	ENSP00000450468
ENSG00000165588	ENSP00000451272
ENSG00000170074	ENSP00000353887
ENSG00000170074	ENSP00000422174
ENSG00000170074	ENSP00000411506
ENSG00000170074	ENSP00000426689
ENSG00000170074	ENSP00000421623
ENSG00000170074	ENSP00000425931
ENSG00000170074	ENSP00000424904
ENSG00000170074	ENSP00000423766
ENSG00000170074	ENSP00000425021
ENSG00000170074	ENSP00000377153
ENSG00000170074	ENSP00000481950
ENSG00000168209	ENSP00000307305
ENSG00000204248	ENSP00000363840
ENSG00000204248	ENSP00000405520
ENSG00000204248	ENSP00000378620
ENSG00000204248	ENSP00000339915
ENSG00000204248	ENSP00000355123
ENSG00000160783	ENSP00000357262
ENSG00000160783	ENSP00000476770
ENSG00000160783	ENSP00000357256
ENSG00000160783	ENSP00000357260
ENSG00000160783	ENSP00000476760
ENSG00000156113	ENSP00000473714
ENSG00000156113	ENSP00000361514
ENSG00000156113	ENSP00000361485
ENSG00000156113	ENSP00000361498
ENSG00000156113	ENSP00000396608
ENSG00000156113	ENSP00000385717
ENSG00000156113	ENSP00000361517
ENSG00000156113	ENSP00000361520
ENSG00000156113	ENSP00000361480
ENSG00000156113	ENSP00000402150
ENSG00000156113	ENSP00000286628
ENSG00000156113	ENSP00000286627
ENSG00000156113	ENSP00000485867
ENSG00000156113	ENSP00000388370
ENSG00000156113	ENSP00000402254
ENSG00000156113	ENSP00000475086
ENSG00000156113	ENSP00000474686
ENSG00000156113	ENSP00000482747
ENSG00000156113	ENSP00000385806
ENSG00000156113	ENSP00000385552
ENSG00000156113	ENSP00000346321
ENSG00000274232	ENSP00000479993
ENSG00000274232	ENSP00000482454
ENSG00000274232	ENSP00000484469
ENSG00000274232	ENSP00000479874
ENSG00000274232	ENSP00000484114
ENSG00000172955	ENSP00000378358
ENSG00000172955	ENSP00000378359
ENSG00000172955	ENSP00000422124
ENSG00000172955	ENSP00000425275
ENSG00000172955	ENSP00000237653
ENSG00000172955	ENSP00000426187
ENSG00000181038	ENSP00000464965
ENSG00000181038	ENSP00000466614
ENSG00000181038	ENSP00000467527
ENSG00000181038	ENSP00000468386
ENSG00000181038	ENSP00000466938
ENSG00000181038	ENSP00000467503
ENSG00000181038	ENSP00000466203
ENSG00000181038	ENSP00000468704
ENSG00000181038	ENSP00000465890
ENSG00000181038	ENSP00000341543
ENSG00000181038	ENSP00000465430
ENSG00000181038	ENSP00000465959
ENSG00000181038	ENSP00000467101
ENSG00000181038	ENSP00000482599
ENSG00000124302	ENSP00000467012
ENSG00000124302	ENSP00000393879
ENSG00000124302	ENSP00000262622
ENSG00000124302	ENSP00000392604
ENSG00000277175	ENSP00000481653
ENSG00000277175	ENSP00000477840
ENSG00000277175	ENSP00000482105
ENSG00000170667	ENSP00000417895
ENSG00000170667	ENSP00000303968
ENSG00000170667	ENSP00000440982
ENSG00000213588	ENSP00000484571
ENSG00000213588	ENSP00000484265
ENSG00000213588	ENSP00000378503
ENSG00000213588	ENSP00000478118
ENSG00000109016	ENSP00000463221
ENSG00000109016	ENSP00000378887
ENSG00000109016	ENSP00000463591
ENSG00000109016	ENSP00000468585
ENSG00000109016	ENSP00000462139
ENSG00000109016	ENSP00000463588
ENSG00000164076	ENSP00000296471
ENSG00000164076	ENSP00000418809
ENSG00000164076	ENSP00000417614
ENSG00000164076	ENSP00000419195
ENSG00000164076	ENSP00000420139
ENSG00000164076	ENSP00000420053
ENSG00000164076	ENSP00000420724
ENSG00000164076	ENSP00000420766
ENSG00000164076	ENSP00000420000
ENSG00000164076	ENSP00000484045
ENSG00000137692	ENSP00000432027
ENSG00000137692	ENSP00000260247
ENSG00000137692	ENSP00000433073
ENSG00000137692	ENSP00000435035
ENSG00000137692	ENSP00000431311
ENSG00000137692	ENSP00000433134
ENSG00000137692	ENSP00000433344
ENSG00000137692	ENSP00000432488
ENSG00000137692	ENSP00000463796
ENSG00000137692	ENSP00000437260
ENSG00000143552	ENSP00000357547
ENSG00000143552	ENSP00000357541
ENSG00000143552	ENSP00000271854
ENSG00000092200	ENSP00000450445
ENSG00000092200	ENSP00000451219
ENSG00000092200	ENSP00000382895
ENSG00000092200	ENSP00000372391
ENSG00000092200	ENSP00000452215
ENSG00000092200	ENSP00000450662
ENSG00000092200	ENSP00000451262
ENSG00000092200	ENSP00000450426
ENSG00000092200	ENSP00000451044
ENSG00000092200	ENSP00000451719
ENSG00000198774	ENSP00000354884
ENSG00000162188	ENSP00000294117
ENSG00000165799	ENSP00000298690
ENSG00000165799	ENSP00000431382
ENSG00000183876	ENSP00000333395
ENSG00000183876	ENSP00000426879
ENSG00000183876	ENSP00000420955
ENSG00000150048	ENSP00000326407
ENSG00000150048	ENSP00000415048
ENSG00000150048	ENSP00000417010
ENSG00000150048	ENSP00000438408
ENSG00000150048	ENSP00000396272
ENSG00000176495	ENSP00000320302
ENSG00000174358	ENSP00000425701
ENSG00000174358	ENSP00000305302
ENSG00000163377	ENSP00000295569
ENSG00000163377	ENSP00000419439
